chart	title	artist	weeks	rank	query_week	lyrics
dance-electronic-songs	Closer	The Chainsmokers Featuring Halsey	26	1	1/28/2017	"Hey, I was doing just fine before I met you
I drink too much and that's an issue, but I'm okay
Hey, you tell your friends it was nice to meet them
But I hope I never see them again

I know it breaks your heart
Moved to the city in a broke-down car and
4 years, no calls
Now you're looking pretty in a hotel bar and
I-I-I can't stop
No, I-I-I can't stop

So, baby, pull me closer
In the back seat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder

Pull the sheets right off the corner
Of that mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

We ain't ever getting older
We ain't ever getting older
...

"
dance-electronic-songs	Paris	The Chainsmokers	2	2	1/28/2017	"We were staying in Paris
To get away from your parents
And I thought: ""Wow, if I could take this in a shot right now
I don't think that we could work this out""

Out on the terrace
I don't know if it's fair
But I thought: ""How could I let you fall by yourself
While I'm wasted with someone else?""

If we go down, then we go down together
They'll say you could do anything
They'll say that I was clever
If we go down, then we go down together
We'll get away with everything
Let's show them we are better
Let's show them we are better
Let's show them we are better

We were staying in Paris
To get away from your parents
You look so proud
Standing there with a frown and a cigarette
Posting pictures of yourself on the internet
...

"
dance-electronic-songs	Let Me Love You	DJ Snake Featuring Justin Bieber	24	3	1/28/2017	"I used to believe
We were burning on the edge of something beautiful
Something beautiful
Selling a dream
Smoke and mirrors keep us waiting on a miracle
On a miracle

Say, go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh, it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down

Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you

Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
...

"
dance-electronic-songs	Don't Let Me Down	The Chainsmokers Featuring Daya	50	4	1/28/2017	"Crashing, hit a wall
Right now I need a miracle
Hurry up now, I need a miracle
Stranded, reaching out
I call your name, but you're not around
I say your name, but you're not around

I need you, I need you, I need you right now
Yeah, I need you right now
So don't let me, don't let me, don't let me down
I think I'm losing my mind now

It's in my head, darling, I hope
That you'll be here when I need you the most
So don't let me, don't let me, don't let me down
D-don't let me down

Don't let me down
Don't let me down, down, down
Don't let me down, don't let me down, down, down
...

"
dance-electronic-songs	Rockabye	Clean Bandit Featuring Sean Paul & Anne-Marie	13	5	1/28/2017	"She works the night, by the water
She's gonna stress, so far away from her father's daughter
She just wants a life for her baby
All on her own, no one will come
She's got to save him
She tells him ""ooh love""

No one's ever gonna hurt you, love
I'm gonna give you all of my love
Nobody matters like you
She tells him ""your life ain't gonna be nothing like my life
You're gonna grow and have a good life

I'm gonna do what I've got to do""
So, rockabye baby, rockabye
I'm gonna rock you
Rockabye baby, don't you cry
Somebody's got you
Rockabye baby, rockabye
I'm gonna rock you
...

"
dance-electronic-songs	Cold Water	Major Lazer Featuring Justin Bieber & MO	27	6	1/28/2017	"Everybody gets high sometimes, you know
What else can we do when we're feeling low?
So take a deep breath and let it go
You shouldn't be drowning on your own

And if you feel you're sinking, I will jump right over
Into cold, cold water for you
And although time may take us into different places
I will still be patient with you
And I hope you know

I won't let go
I'll be your lifeline tonight
I won't let go
I'll be your lifeline tonight

...

"
dance-electronic-songs	In The Name Of Love	Martin Garrix & Bebe Rexha	25	7	1/28/2017	"If I told you this was only gonna hurt
If I warned you that the fire's gonna burn
Would you walk in?
Would you let me do it first?
Do it all in the name of love

Would you let me lead you even when you're blind?
In the darkness, in the middle of the night
In the silence, when there's no one by your side
Would you call in the name of love?

In the name of love
Name of love
In the name of love
Name of love
In the name of

In the name, name
In the name, name

...

"
dance-electronic-songs	This Is What You Came For	Calvin Harris Featuring Rihanna	39	8	1/28/2017	"Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

You, ooh, ooh
You, ooh, ooh
...

"
dance-electronic-songs	Alone	Marshmello	27	9	1/28/2017	"I'm so alone
Nothing feels like home
I'm so alone
Trying to find my way back home to you

I'm so alone
Nothing feels like home
I'm so alone
...

"
dance-electronic-songs	Just Hold On	Steve Aoki & Louis Tomlinson	6	10	1/28/2017	"Wish that you could build a time machine
So you could see
The things no one can see
Feels like you're standing on the edge
Looking at the stars
And wishing you were them

What do you do when a chapter ends?
Do you close the book and never read it again?
Where do you go when your story's done?
You can be who you were or who you'll become

Oh-oh-oh, oh-oh-oh-oh
If it all goes wrong
Oh-oh-oh, oh-oh-oh-oh
Darling, just hold on

The sun goes down, and it comes back up
The world, it turns no matter what
Oh-oh-oh, oh-oh-oh-oh
...

"
dance-electronic-songs	Closer	The Chainsmokers Featuring Halsey	25	1	1/21/2017	"Hey, I was doing just fine before I met you
I drink too much and that's an issue, but I'm okay
Hey, you tell your friends it was nice to meet them
But I hope I never see them again

I know it breaks your heart
Moved to the city in a broke-down car and
4 years, no calls
Now you're looking pretty in a hotel bar and
I-I-I can't stop
No, I-I-I can't stop

So, baby, pull me closer
In the back seat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder

Pull the sheets right off the corner
Of that mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

We ain't ever getting older
We ain't ever getting older
...

"
dance-electronic-songs	Let Me Love You	DJ Snake Featuring Justin Bieber	23	2	1/21/2017	"I used to believe
We were burning on the edge of something beautiful
Something beautiful
Selling a dream
Smoke and mirrors keep us waiting on a miracle
On a miracle

Say, go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh, it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down

Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you

Don't you give up, nah-nah-nah
I won't give up, nah-nah-nah
Let me love you
Let me love you
...

"
dance-electronic-songs	Don't Let Me Down	The Chainsmokers Featuring Daya	49	3	1/21/2017	"Crashing, hit a wall
Right now I need a miracle
Hurry up now, I need a miracle
Stranded, reaching out
I call your name, but you're not around
I say your name, but you're not around

I need you, I need you, I need you right now
Yeah, I need you right now
So don't let me, don't let me, don't let me down
I think I'm losing my mind now

It's in my head, darling, I hope
That you'll be here when I need you the most
So don't let me, don't let me, don't let me down
D-don't let me down

Don't let me down
Don't let me down, down, down
Don't let me down, don't let me down, down, down
...

"
dance-electronic-songs	In The Name Of Love	Martin Garrix & Bebe Rexha	24	4	1/21/2017	"If I told you this was only gonna hurt
If I warned you that the fire's gonna burn
Would you walk in?
Would you let me do it first?
Do it all in the name of love

Would you let me lead you even when you're blind?
In the darkness, in the middle of the night
In the silence, when there's no one by your side
Would you call in the name of love?

In the name of love
Name of love
In the name of love
Name of love
In the name of

In the name, name
In the name, name

...

"
dance-electronic-songs	This Is What You Came For	Calvin Harris Featuring Rihanna	38	5	1/21/2017	"Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

Baby, this is what you came for
Lightning strikes every time she moves
And everybody's watching her
But she's looking at you, ooh, ooh

You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh
You, ooh, ooh, ooh

You, ooh, ooh
You, ooh, ooh
...

"
dance-electronic-songs	Cold Water	Major Lazer Featuring Justin Bieber & MO	26	6	1/21/2017	"Everybody gets high sometimes, you know
What else can we do when we're feeling low?
So take a deep breath and let it go
You shouldn't be drowning on your own

And if you feel you're sinking, I will jump right over
Into cold, cold water for you
And although time may take us into different places
I will still be patient with you
And I hope you know

I won't let go
I'll be your lifeline tonight
I won't let go
I'll be your lifeline tonight

...

"
dance-electronic-songs	Rockabye	Clean Bandit Featuring Sean Paul & Anne-Marie	12	7	1/21/2017	"She works the night, by the water
She's gonna stress, so far away from her father's daughter
She just wants a life for her baby
All on her own, no one will come
She's got to save him
She tells him ""ooh love""

No one's ever gonna hurt you, love
I'm gonna give you all of my love
Nobody matters like you
She tells him ""your life ain't gonna be nothing like my life
You're gonna grow and have a good life

I'm gonna do what I've got to do""
So, rockabye baby, rockabye
I'm gonna rock you
Rockabye baby, don't you cry
Somebody's got you
Rockabye baby, rockabye
I'm gonna rock you
...

"
dance-electronic-songs	Just Hold On	Steve Aoki & Louis Tomlinson	5	8	1/21/2017	"Wish that you could build a time machine
So you could see
The things no one can see
Feels like you're standing on the edge
Looking at the stars
And wishing you were them

What do you do when a chapter ends?
Do you close the book and never read it again?
Where do you go when your story's done?
You can be who you were or who you'll become

Oh-oh-oh, oh-oh-oh-oh
If it all goes wrong
Oh-oh-oh, oh-oh-oh-oh
Darling, just hold on

The sun goes down, and it comes back up
The world, it turns no matter what
Oh-oh-oh, oh-oh-oh-oh
...

"
dance-electronic-songs	Never Be Like You	Flume Featuring Kai	51	9	1/21/2017	"What I would do to take away this fear of being loved Allegiance to the pain
Now I'm fucked up and I'm missing ya
Never be like you
I would give anything to change this fickle-minded heart
That loves fake shiny things
Now I'm fucked up and I'm missing ya
He'll never be like you

I'm only human can't you see
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
Cause I got it
He'll never be like you

I'm only human can't you see
I made, I made a mistake
Please just look me in my face
Tell me everything's okay
Cause I got it
He'll never be like you

How do I make you wanna stay?
Hate sleeping on my own, missing the way you taste
...

"
